Date_heure,T (�C),H (%),PR(%),P(watts),TDS (mg/l),PH,PGF (bars),VFE,
2024-01-03 19:08:00,7.59,30.82,33.79,354.5142856,368.96,7.21,1.12381878,0,
2024-01-03 19:10:00,7.59,30.83,33.79,353.3717878,367.82,7.21,1.123824449,0,
2024-01-03 19:12:00,7.59,30.83,33.79,352.7040536,367.15,7.21,1.123847663,0,
2024-01-03 19:14:00,7.58,30.83,33.79,352.7039819,367.16,7.21,1.123851795,0,
2024-01-03 19:16:00,7.53,31.03,33.77,353.2695896,368.00,7.22,1.12382958,0,
2024-01-03 19:18:00,7.47,31.29,33.74,354.524045,369.60,7.22,1.12381432,0,
2024-01-03 19:20:00,7.40,31.55,33.70,356.2006421,371.65,7.21,1.123828606,0,
2024-01-03 19:22:00,7.34,31.82,33.67,357.8159267,373.63,7.21,1.123849546,0,
2024-01-03 19:24:00,7.27,32.09,33.63,359.2018297,375.39,7.21,1.123843952,0,
2024-01-03 19:26:00,7.20,32.36,33.60,360.3766232,376.93,7.21,1.123819426,0,
2024-01-03 19:28:00,7.14,32.63,33.57,361.3609151,378.29,7.21,1.123812717,0,
2024-01-03 19:30:00,7.07,32.90,33.53,362.2435867,379.54,7.21,1.123833248,0,
2024-01-03 19:32:00,7.00,33.17,33.50,363.2546392,380.92,7.21,1.123848622,0,
2024-01-03 19:34:00,6.93,33.44,33.47,362.8679797,380.90,7.21,1.123834345,0,
2024-01-03 19:36:00,6.87,33.70,33.43,360.5052192,378.91,7.21,1.123811468,0,
2024-01-03 19:38:00,6.80,33.97,33.40,359.1424352,377.92,7.21,1.123814303,0,
2024-01-03 19:40:00,6.73,34.24,33.37,358.9749733,378.12,7.21,1.123837792,0,
2024-01-03 19:42:00,6.66,34.51,33.33,359.4480775,378.96,7.21,1.123845282,0,
2024-01-03 19:44:00,6.60,34.78,33.30,360.400029,380.29,7.21,1.123824697,0,
2024-01-03 19:46:00,6.53,35.05,28.26,361.5618168,386.82,7.21,1.123807042,0,
2024-01-03 19:48:00,6.46,35.32,28.23,362.3774167,388.01,7.21,1.123818865,0,
2024-01-03 19:50:00,6.39,35.59,28.20,363.2344026,389.23,7.22,1.123841647,0,
2024-01-03 19:52:00,6.33,35.86,28.16,364.2089613,390.58,7.22,1.123840239,0,
2024-01-03 19:54:00,6.26,36.13,28.13,365.1737354,391.91,7.22,1.12381664,0,
2024-01-03 19:56:00,6.19,36.40,28.10,366.070851,393.18,7.22,1.123806832,0,
2024-01-03 19:58:00,6.13,36.67,28.06,366.8414664,394.32,7.22,1.123825666,0,
2024-01-03 20:00:00,6.06,36.94,28.03,366.7121011,394.56,7.22,1.123844281,0,
2024-01-03 20:02:00,5.99,37.21,28.00,363.2065436,391.43,7.21,1.12383439,0,
2024-01-03 20:04:00,5.92,37.48,27.96,358.061886,386.65,7.21,1.123811437,0,
2024-01-03 20:06:00,5.70,38.37,27.85,354.9819093,384.81,7.21,1.12381077,0,
2024-01-03 20:08:00,5.52,39.09,27.76,353.9129081,384.73,7.21,1.123833567,0,
2024-01-03 20:10:00,5.39,39.60,27.70,354.1094,385.62,7.21,1.123845296,0,
2024-01-03 20:12:00,5.30,39.97,27.65,354.8819606,386.90,7.21,1.123828655,0,
2024-01-03 20:14:00,5.23,40.26,27.61,355.1714561,387.60,7.21,1.123809797,0,
2024-01-03 20:16:00,5.16,40.52,27.58,354.8399979,387.62,7.21,1.123818067,0,
2024-01-03 20:18:00,5.10,40.75,27.55,354.7527851,387.85,7.21,1.123841215,0,
2024-01-03 20:20:00,5.05,40.98,27.52,355.0803171,388.49,7.21,1.123844491,0,
2024-01-03 20:22:00,4.75,42.18,27.37,355.7341358,390.79,7.21,1.12382385,0,
2024-01-03 20:24:00,4.45,43.38,27.22,356.6386458,393.34,7.21,1.123811785,0,
2024-01-03 20:26:00,4.15,44.58,27.07,357.3948628,395.75,7.21,1.123827365,0,
2024-01-03 20:28:00,3.85,45.78,26.92,357.1225251,397.13,7.21,1.123847283,0,
2024-01-03 20:30:00,3.55,46.98,26.77,355.0421112,396.70,7.21,1.123841909,0,
2024-01-03 20:32:00,3.25,48.18,26.62,352.6776819,395.98,7.21,1.123820575,0,
2024-01-03 20:34:00,2.95,49.38,26.47,351.4674851,396.42,7.21,1.123816858,0,
2024-01-03 20:36:00,2.65,50.58,26.32,351.3728887,397.98,7.21,1.123837005,0,
2024-01-03 20:38:00,2.35,51.78,26.17,352.2268206,400.48,7.21,1.123850705,0,
2024-01-03 20:40:00,2.05,52.98,26.02,352.9652216,402.87,7.21,1.123837854,0,
2024-01-03 20:42:00,1.75,54.18,25.87,353.4503327,405.01,7.21,1.123819162,0,
2024-01-03 20:44:00,1.45,55.38,25.72,353.9952371,407.20,7.21,1.123823994,0,
2024-01-03 20:46:00,1.15,56.58,25.57,354.6769385,409.53,7.21,1.123845316,0,
2024-01-03 20:48:00,0.85,57.78,25.42,355.4753545,411.98,7.21,1.123850869,0,
2024-01-03 20:50:00,0.55,58.98,25.27,356.5305645,414.69,7.21,1.123832865,0,
2024-01-03 20:52:00,0.25,60.18,25.12,357.8650843,417.67,7.21,1.123819659,0,
2024-01-03 20:54:00,-0.05,61.38,24.97,358.3862128,419.84,7.22,1.1238319,0,
2024-01-03 20:56:00,-0.35,62.58,24.82,358.7577923,421.86,7.22,1.123850917,0,
2024-01-03 20:58:00,-0.65,63.78,24.67,359.3329801,424.09,7.22,1.123847729,0,
2024-01-03 21:00:00,-0.64,63.74,24.68,360.0511995,424.75,7.22,1.123827654,0,
2024-01-03 21:02:00,-0.63,63.70,24.68,360.7973555,425.44,7.21,1.123821853,0,
2024-01-03 21:04:00,-0.62,63.66,24.69,361.6601146,426.25,7.21,1.123839249,0,
2024-01-03 21:06:00,-0.61,63.62,24.69,362.0492303,426.58,7.21,1.123852943,0,
2024-01-03 21:08:00,-0.60,63.58,24.70,360.9326355,425.41,7.21,1.123841818,0,
2024-01-03 21:10:00,-0.59,63.54,24.70,360.1431906,424.57,7.21,1.123823007,0,
2024-01-03 21:12:00,-0.58,63.50,24.71,360.1713924,424.54,7.21,1.123825334,0,
2024-01-03 21:14:00,-0.57,63.46,24.71,360.7139994,425.03,7.21,1.123844896,0,
2024-01-03 21:16:00,-0.56,63.42,24.72,361.5997304,425.86,7.21,1.123851182,0,
2024-01-03 21:18:00,-0.55,63.38,24.72,362.696358,426.90,7.21,1.123834153,0,
2024-01-03 21:20:00,-0.54,63.34,24.73,363.3616698,427.51,7.21,1.123819662,0,
2024-01-03 21:22:00,-0.53,63.30,24.73,362.2812029,426.38,7.21,1.12382956,0,
2024-01-03 21:24:00,-0.52,63.26,24.74,361.3256991,425.37,7.21,1.12384806,0,
2024-01-03 21:26:00,-0.51,63.22,24.74,361.1245939,425.11,7.21,1.123846082,0,
2024-01-03 21:28:00,-0.50,63.18,24.75,361.4512137,425.38,7.21,1.123826059,0,
2024-01-03 21:30:00,-0.49,63.14,24.75,362.0179746,425.89,7.21,1.123818184,0,
2024-01-03 21:32:00,-0.48,63.10,24.76,362.308522,426.13,7.22,1.123833936,0,
2024-01-03 21:34:00,-0.47,63.06,24.76,360.8737728,424.64,7.22,1.123848418,0,
2024-01-03 21:36:00,-0.46,63.02,24.77,357.6953691,421.41,7.22,1.12383865,0,
2024-01-03 21:38:00,-0.45,62.98,24.77,355.3459205,419.00,7.22,1.123818927,0,
2024-01-03 21:40:00,-0.44,62.94,24.78,354.3960395,418.00,7.22,1.123818865,0,
2024-01-03 21:42:00,-0.43,62.90,24.78,354.5276652,418.07,7.21,1.12383789,0,
2024-01-03 21:44:00,-0.42,62.86,24.79,355.4113895,418.90,7.21,1.123846122,0,
2024-01-03 21:46:00,-0.41,62.82,24.79,356.3945758,419.83,7.21,1.123830249,0,
2024-01-03 21:48:00,-0.40,62.78,24.80,356.7442252,420.12,7.21,1.123813977,0,
2024-01-03 21:50:00,-0.39,62.74,24.80,356.1397851,419.46,7.21,1.123821655,0,
2024-01-03 21:52:00,-0.38,62.70,24.81,355.7220082,418.99,7.21,1.123840935,0,
2024-01-03 21:54:00,-0.37,62.66,24.81,355.8268294,419.04,7.21,1.123841736,0,
2024-01-03 21:56:00,-0.36,62.62,24.82,356.3768643,419.54,7.21,1.123822352,0,
2024-01-03 21:58:00,-0.35,62.58,24.82,357.1472908,420.25,7.21,1.123812036,0,
2024-01-03 22:00:00,-0.34,62.54,24.83,357.0284274,420.08,7.21,1.123826156,0,
2024-01-03 22:02:00,-0.33,62.50,24.83,355.9135099,418.91,7.21,1.123842715,0,
2024-01-03 22:04:00,-0.32,62.46,24.84,354.4320399,417.37,7.21,1.123836106,0,
2024-01-03 22:06:00,-0.31,62.42,24.84,353.5869299,416.47,7.21,1.123816278,0,
2024-01-03 22:08:00,-0.30,62.38,24.85,353.5335329,416.36,7.21,1.123813399,0,
2024-01-03 22:10:00,-0.29,62.34,24.85,354.278357,417.05,7.21,1.12383167,0,
2024-01-03 22:12:00,-0.28,62.30,24.86,355.4165289,418.14,7.21,1.123843039,0,
2024-01-03 22:14:00,-0.27,62.26,24.86,356.6749305,419.34,7.21,1.123830208,0,
2024-01-03 22:16:00,-0.26,62.22,24.87,357.9129607,420.52,7.21,1.123812974,0,
2024-01-03 22:18:00,-0.25,62.18,24.87,359.0625885,421.62,7.21,1.123817781,0,
2024-01-03 22:20:00,-0.24,62.14,24.88,360.0959743,422.60,7.21,1.123837308,0,
2024-01-03 22:22:00,-0.23,62.10,24.88,361.0946711,423.54,7.21,1.123841898,0,
2024-01-03 22:24:00,-0.22,62.06,24.89,362.1758486,424.57,7.21,1.123824975,0,
2024-01-03 22:26:00,-0.21,62.02,24.89,362.5145481,424.85,7.21,1.123812873,0,
2024-01-03 22:28:00,-0.20,61.98,24.90,361.0334466,423.31,7.21,1.123824378,0,
2024-01-03 22:30:00,-0.19,61.94,24.90,359.7834516,422.01,7.21,1.123842131,0,
2024-01-03 22:32:00,-0.18,61.90,24.91,359.4262407,421.60,7.21,1.123839462,0,
2024-01-03 22:34:00,-0.17,61.86,24.91,359.6939334,421.81,7.22,1.123821161,0,
2024-01-03 22:36:00,-0.16,61.82,24.92,360.360402,422.42,7.22,1.123815839,0,
2024-01-03 22:38:00,-0.15,61.78,24.92,361.0872275,423.09,7.22,1.123832014,0,
2024-01-03 22:40:00,-0.14,61.74,24.93,361.0812474,423.03,7.22,1.123845316,0,
2024-01-03 22:42:00,-0.13,61.70,24.93,361.1102375,423.01,7.22,1.12383606,0,
2024-01-03 22:44:00,-0.12,61.66,24.94,361.547126,423.39,7.21,1.123819239,0,
2024-01-03 22:46:00,-0.11,61.62,24.94,362.2706893,424.06,7.21,1.12382123,0,
2024-01-03 22:48:00,-0.10,61.58,24.95,363.160899,424.89,7.21,1.123839355,0,
2024-01-03 22:50:00,-0.09,61.54,24.95,364.1427931,425.82,7.21,1.123846295,0,
2024-01-03 22:52:00,-0.08,61.50,24.96,364.8045878,426.42,7.21,1.123832144,0,
2024-01-03 22:54:00,-0.07,61.46,24.96,363.672367,425.24,7.21,1.123819358,0,
2024-01-03 22:56:00,-0.06,61.42,24.97,360.6598737,422.17,7.21,1.123828029,0,
2024-01-03 22:58:00,-0.05,61.38,24.97,358.3551708,419.81,7.21,1.123845145,0,
2024-01-03 23:00:00,-0.04,61.34,24.98,357.3875641,418.79,7.21,1.123844863,0,
2024-01-03 23:02:00,-0.03,61.30,24.98,357.3954801,418.74,7.21,1.123828241,0,
2024-01-03 23:04:00,-0.02,61.26,24.99,357.8725351,419.16,7.21,1.123821346,0,
2024-01-03 23:06:00,-0.01,61.22,24.99,357.7204513,418.96,7.21,1.123835036,0,
2024-01-03 23:08:00,0.00,61.18,25.00,356.4698107,417.65,7.21,1.123848428,0,
2024-01-03 23:10:00,0.01,61.14,25.00,355.3701013,416.50,7.21,1.123841224,0,
2024-01-03 23:12:00,0.02,61.10,25.01,354.9795899,416.05,7.21,1.123824884,0,
2024-01-03 23:14:00,0.03,61.06,25.01,355.24604,416.26,7.22,1.123824775,0,
2024-01-03 23:16:00,0.08,60.86,25.04,356.0727457,416.81,7.22,1.123841089,0,
2024-01-03 23:18:00,0.13,60.66,25.06,357.1411201,417.61,7.22,1.123848701,0,
2024-01-03 23:20:00,0.18,60.46,25.09,357.8449659,418.04,7.22,1.123835962,0,
2024-01-03 23:22:00,0.23,60.26,25.11,357.5082715,417.42,7.21,1.123822548,0,
2024-01-03 23:24:00,0.28,60.06,25.14,356.5049233,416.14,7.21,1.12382904,0,
2024-01-03 23:26:00,0.33,59.86,25.16,355.8945039,415.26,7.21,1.123845248,0,
2024-01-03 23:28:00,0.38,59.66,25.19,355.9243622,415.01,7.21,1.123846,0,
2024-01-03 23:30:00,0.43,59.46,25.21,356.5194986,415.33,7.21,1.123829946,0,
2024-01-03 23:32:00,0.48,59.26,25.24,356.8454922,415.39,7.21,1.123821577,0,
2024-01-03 23:34:00,0.53,59.06,25.26,356.2457679,414.51,7.21,1.123833468,0,
2024-01-03 23:36:00,0.58,58.86,25.29,355.4374536,413.43,7.21,1.123846945,0,
2024-01-03 23:38:00,0.63,58.66,25.31,355.0760698,412.79,7.21,1.123840869,0,
2024-01-03 23:40:00,0.68,58.46,25.34,355.2474033,412.69,7.21,1.123824184,0,
2024-01-03 23:42:00,0.73,58.26,25.36,355.9451887,413.11,7.21,1.123822135,0,
2024-01-03 23:44:00,0.78,58.06,25.39,357.0625327,413.95,7.21,1.123837419,0,
2024-01-03 23:46:00,0.83,57.86,25.41,358.140347,414.76,7.21,1.123846053,0,
2024-01-03 23:48:00,0.88,57.66,25.44,359.1722859,415.51,7.21,1.123834257,0,
2024-01-03 23:50:00,0.93,57.46,25.46,360.1957291,416.26,7.21,1.12381965,0,
2024-01-03 23:52:00,0.98,57.26,25.49,361.1786523,416.97,7.21,1.123824168,0,
2024-01-03 23:54:00,1.03,57.06,25.51,362.100489,417.62,7.21,1.123840371,0,
2024-01-03 23:56:00,1.08,56.86,25.54,363.0043011,418.24,7.21,1.123842879,0,
2024-01-03 23:58:00,1.13,56.66,25.56,363.506964,418.47,7.21,1.12382734,0,
2024-01-04 00:00:00,2.78,50.05,26.39,362.3095139,408.19,7.21,1.12381711,0,
2024-01-04 00:02:00,2.77,50.10,26.38,360.1606523,406.11,7.21,1.123827403,0,
2024-01-04 00:04:00,2.75,50.15,26.38,298.9804383,345.00,7.21,1.123841979,0,
2024-01-04 00:06:00,2.74,50.20,26.37,288.7127088,334.81,7.21,1.123838081,0,
2024-01-04 00:08:00,2.73,50.26,26.36,287.3717198,333.54,7.21,1.123821306,0,
2024-01-04 00:10:00,2.72,50.31,26.36,287.7395491,333.98,7.21,1.123816991,0,
2024-01-04 00:12:00,2.70,50.36,26.35,288.1526232,334.46,7.21,1.123831373,0,
2024-01-04 00:14:00,2.69,50.41,26.34,288.126913,334.51,7.22,1.123842107,0,
2024-01-04 00:16:00,2.68,50.46,26.34,288.1644876,334.62,7.22,1.123832539,0,
2024-01-04 00:18:00,2.66,50.52,26.33,288.4748416,335.00,7.22,1.123817153,0,
2024-01-04 00:20:00,2.65,50.57,26.33,288.9991376,335.59,7.22,1.123819304,0,
2024-01-04 00:22:00,2.64,50.62,26.32,289.6449003,336.31,7.22,1.123835484,0,
2024-01-04 00:24:00,2.62,50.67,26.31,290.1657232,336.90,7.21,1.123840824,0,
2024-01-04 00:26:00,2.61,50.72,26.31,289.7577482,336.57,7.21,1.123827195,0,
2024-01-04 00:28:00,2.60,50.78,26.30,287.726941,334.61,7.21,1.123815521,0,
2024-01-04 00:30:00,2.59,50.83,26.29,285.3612667,332.31,7.21,1.123823642,0,
2024-01-04 00:32:00,2.57,50.88,26.29,283.9323775,330.96,7.21,1.1238391,0,
2024-01-04 00:34:00,2.56,50.93,26.28,283.5235533,330.62,7.21,1.123838384,0,
2024-01-04 00:36:00,2.55,50.98,26.27,283.8572831,331.02,7.21,1.123822894,0,
2024-01-04 00:38:00,2.53,51.04,26.27,284.3032487,331.54,7.21,1.123816595,0,
2024-01-04 00:40:00,2.52,51.09,26.26,284.3565122,331.67,7.21,1.123829249,0,
2024-01-04 00:42:00,2.51,51.14,26.25,284.1169389,331.50,7.21,1.123841639,0,
2024-01-04 00:44:00,2.49,51.19,26.25,284.0413768,331.49,7.21,1.123835175,0,
2024-01-04 00:46:00,2.48,51.24,26.24,284.2783196,331.80,7.21,1.123820253,0,
2024-01-04 00:48:00,2.47,51.30,26.23,284.832105,332.43,7.21,1.123820095,0,
2024-01-04 00:50:00,2.46,51.35,26.23,285.604041,333.27,7.21,1.123835159,0,
2024-01-04 00:52:00,2.44,51.40,26.22,286.043085,333.78,7.21,1.123842674,0,
2024-01-04 00:54:00,2.43,51.45,26.21,285.890864,333.70,7.21,1.123831664,0,
2024-01-04 00:56:00,2.42,51.50,26.21,285.2004864,333.08,7.21,1.123819585,0,
2024-01-04 00:58:00,2.40,51.56,26.20,284.568467,332.52,7.21,1.123825339,0,
2024-01-04 01:00:00,2.28,52.05,26.14,284.3818671,333.01,7.21,1.123840359,0,
2024-01-04 01:02:00,2.13,52.65,26.07,284.702121,334.16,7.21,1.123842002,0,
2024-01-04 01:04:00,1.98,53.25,25.99,285.2066988,335.49,7.21,1.123828336,0,
2024-01-04 01:06:00,1.83,53.85,25.92,285.3375424,336.44,7.21,1.123820867,0,
2024-01-04 01:08:00,1.68,54.45,25.84,285.3802467,337.31,7.21,1.123831377,0,
2024-01-04 01:10:00,1.53,55.05,25.77,285.6142557,338.37,7.21,1.123843969,0,
2024-01-04 01:12:00,1.38,55.65,25.69,286.0580952,339.64,7.21,1.123839696,0,
2024-01-04 01:14:00,1.23,56.25,25.62,286.6955066,341.10,7.21,1.12382563,0,
2024-01-04 01:16:00,1.08,56.85,25.54,287.5268018,342.76,7.21,1.123823771,0,
2024-01-04 01:18:00,0.93,57.45,25.47,288.2347418,344.29,7.21,1.123837168,0,
2024-01-04 01:20:00,0.78,58.05,25.39,288.1846483,345.06,7.22,1.123845394,0,
2024-01-04 01:22:00,0.63,58.65,25.32,288.0412201,345.74,7.22,1.123836092,0,
2024-01-04 01:24:00,0.48,59.25,25.24,288.1839479,346.71,7.21,1.123823892,0,
2024-01-04 01:26:00,0.33,59.85,25.17,288.5801306,347.93,7.21,1.123827742,0,
2024-01-04 01:28:00,0.18,60.45,25.09,289.126694,349.31,7.21,1.12384176,0,
2024-01-04 01:30:00,0.03,61.05,25.02,289.6149203,350.62,7.21,1.123844423,0,
2024-01-04 01:32:00,-0.12,61.65,24.94,289.3214475,351.15,7.21,1.12383175,0,
2024-01-04 01:34:00,-0.27,62.25,24.87,288.2033903,350.86,7.21,1.123823335,0,
2024-01-04 01:36:00,-0.42,62.85,24.79,277.370011,340.85,7.21,1.123832101,0,
2024-01-04 01:38:00,-0.57,63.45,24.72,273.8201402,338.12,7.21,1.123844446,0,
2024-01-04 01:40:00,-0.72,64.05,24.64,273.2657372,338.39,7.21,1.123841263,0,
2024-01-04 01:42:00,-0.87,64.65,24.57,273.6931999,339.65,7.21,1.123827362,0,
2024-01-04 01:44:00,-1.02,65.25,24.49,274.2902241,341.07,7.21,1.123824009,0,
2024-01-04 01:46:00,-1.17,65.85,24.42,274.3658999,341.97,7.21,1.12383616,0,
2024-01-04 01:48:00,-1.32,66.45,24.34,273.6018749,342.03,7.21,1.123844874,0,
2024-01-04 01:50:00,-1.47,67.05,24.27,272.9132657,342.17,7.21,1.12383649,0,
2024-01-04 01:52:00,-1.62,67.65,24.19,272.7085651,342.79,7.21,1.123823644,0,
2024-01-04 01:54:00,-1.77,68.25,24.12,272.9295039,343.83,7.21,1.123825804,0,
2024-01-04 01:56:00,-1.92,68.85,24.04,273.3555046,345.08,7.22,1.123839328,0,
2024-01-04 01:58:00,-2.07,69.45,23.97,273.3617756,345.92,7.22,1.123843085,0,
2024-01-04 02:00:00,4.60,42.77,27.30,272.3909683,308.26,7.22,1.123830949,0,
2024-01-04 02:02:00,4.80,41.97,27.40,270.8749576,305.64,7.22,1.123821208,0,
2024-01-04 02:04:00,4.85,41.77,27.43,269.7866292,304.28,7.21,1.123828459,0,
2024-01-04 02:06:00,4.90,41.57,27.45,269.4142992,303.63,7.21,1.123841193,0,
2024-01-04 02:08:00,4.95,41.37,27.48,269.691725,283.64,7.21,1.12383949,0,
2024-01-04 02:10:00,5.00,41.17,27.50,270.3273354,284.00,7.21,1.123825598,0,
2024-01-04 02:12:00,5.05,40.97,27.53,270.9330533,284.33,7.21,1.123820467,0,
2024-01-04 02:14:00,5.10,40.77,27.55,271.2025749,284.32,7.21,1.123831596,0,
2024-01-04 02:16:00,5.15,40.57,27.58,271.1585414,284.00,7.21,1.123841565,0,
2024-01-04 02:18:00,5.20,40.37,27.60,271.1915579,283.76,7.21,1.123834776,0,
2024-01-04 02:20:00,5.25,40.17,27.63,271.4782543,283.77,7.21,1.123821344,0,
2024-01-04 02:22:00,5.30,39.97,27.65,272.0257511,284.04,7.21,1.12382155,0,
2024-01-04 02:24:00,5.35,39.77,27.68,272.4293612,284.17,7.21,1.123834767,0,
2024-01-04 02:26:00,5.40,39.57,27.70,272.1046445,283.57,7.21,1.12384049,0,
2024-01-04 02:28:00,5.45,39.37,27.73,271.406591,282.60,7.21,1.123829778,0,
2024-01-04 02:30:00,5.50,39.17,27.75,270.8182347,281.74,7.21,1.12381888,0,
2024-01-04 02:32:00,5.55,38.97,27.78,270.6213947,281.27,7.21,1.123824285,0,
2024-01-04 02:34:00,5.60,38.77,27.80,270.8604399,281.23,7.21,1.123837515,0,
2024-01-04 02:36:00,5.65,38.57,27.83,271.415876,281.51,7.21,1.12383822,0,
2024-01-04 02:38:00,5.70,38.37,27.85,271.8985903,281.72,7.21,1.123825333,0,
2024-01-04 02:40:00,5.75,38.17,27.88,272.3727151,281.92,7.21,1.12381858,0,
2024-01-04 02:42:00,5.80,37.97,27.90,272.9404644,282.21,7.21,1.123828218,0,
2024-01-04 02:44:00,5.85,37.77,27.93,273.5850816,282.58,7.21,1.123839437,0,
2024-01-04 02:46:00,5.90,37.57,27.95,274.2729918,282.99,7.21,1.123835163,0,
2024-01-04 02:48:00,5.95,37.37,27.98,275.0069265,283.45,7.21,1.123822139,0,
2024-01-04 02:50:00,6.00,37.17,28.00,275.6215114,283.79,7.21,1.123820435,0,
2024-01-04 02:52:00,6.05,36.97,28.03,275.3837648,283.28,7.21,1.123832691,0,
2024-01-04 02:54:00,6.10,36.77,28.05,274.2131596,281.83,7.21,1.123840241,0,
2024-01-04 02:56:00,6.15,36.57,28.08,263.2526947,270.60,7.21,1.123831807,0,
2024-01-04 02:58:00,6.20,36.37,28.10,259.5598898,266.63,7.22,1.123820648,0,
2024-01-04 03:00:00,6.25,36.17,28.13,258.8579528,265.65,7.22,1.123824071,0,
2024-01-04 03:02:00,6.25,36.18,28.12,259.0742266,265.88,7.22,1.123836954,0,
2024-01-04 03:04:00,6.25,36.18,28.12,259.225996,266.04,7.22,1.123839793,0,
2024-01-04 03:06:00,6.24,36.19,28.12,258.8512262,265.68,7.21,1.123828652,0,
2024-01-04 03:08:00,6.24,36.20,28.12,256.8110106,263.65,7.21,1.123821011,0,
2024-01-04 03:10:00,6.24,36.21,28.12,255.9387847,262.79,7.21,1.123828823,0,
2024-01-04 03:12:00,6.24,36.22,28.12,255.9533981,262.81,7.21,1.123840288,0,
2024-01-04 03:14:00,6.24,36.22,28.12,256.4208572,263.29,7.21,1.123838144,0,
2024-01-04 03:16:00,6.23,36.23,28.12,257.0267863,263.91,7.21,1.123826135,0,
2024-01-04 03:18:00,6.23,36.24,28.12,257.299998,264.19,7.21,1.123823066,0,
2024-01-04 03:20:00,6.23,36.25,28.12,256.6349087,263.54,7.21,1.123833857,0,
2024-01-04 03:22:00,6.23,36.26,28.11,255.3457064,262.26,7.21,1.123842136,0,
2024-01-04 03:24:00,6.23,36.26,28.11,254.3727206,261.30,7.21,1.123835525,0,
2024-01-04 03:26:00,6.22,36.27,28.11,254.0229507,260.96,7.21,1.123824578,0,
2024-01-04 03:28:00,6.22,36.28,28.11,254.1917862,261.14,7.21,1.12382639,0,
2024-01-04 03:30:00,6.22,36.29,28.11,254.4291396,261.39,7.21,1.12383832,0,
2024-01-04 03:32:00,6.22,36.30,28.11,254.1904732,261.16,7.21,1.123842192,0,
2024-01-04 03:34:00,6.22,36.30,28.11,253.514939,260.50,7.21,1.123832321,0,
2024-01-04 03:36:00,6.21,36.31,28.11,252.9648527,259.96,7.21,1.123824149,0,
2024-01-04 03:38:00,6.21,36.32,28.11,252.8140774,259.82,7.21,1.123830382,0,
2024-01-04 03:40:00,6.21,36.33,28.11,253.0881894,260.10,7.21,1.123841484,0,
2024-01-04 03:42:00,6.21,36.34,28.10,253.692474,260.72,7.21,1.123840458,0,
2024-01-04 03:44:00,6.21,36.34,28.10,254.3250132,261.36,7.21,1.123829016,0,
2024-01-04 03:46:00,6.20,36.35,28.10,254.739284,261.79,7.21,1.123824855,0,
2024-01-04 03:48:00,6.20,36.36,28.10,254.8003854,261.86,7.21,1.123834372,0,
2024-01-04 03:50:00,6.20,36.37,28.10,254.707331,261.78,7.21,1.123842871,0,
2024-01-04 03:52:00,6.20,36.38,28.10,254.7604076,261.84,7.21,1.123837239,0,
2024-01-04 03:54:00,6.20,36.38,28.10,255.0694905,262.16,7.21,1.123826117,0,
2024-01-04 03:56:00,6.19,36.39,28.10,255.4553355,262.56,7.21,1.123826546,0,
2024-01-04 03:58:00,6.19,36.40,28.10,255.3420881,262.45,7.21,1.123837734,0,
2024-01-04 04:00:00,6.19,36.41,28.10,254.755891,261.88,7.21,1.123842317,0,
2024-01-04 04:02:00,6.19,36.42,28.09,244.2677122,251.40,7.21,1.123833092,0,
2024-01-04 04:04:00,6.19,36.42,28.09,240.7893301,247.94,7.21,1.123824082,0,
2024-01-04 04:06:00,6.18,36.43,28.09,240.1607333,247.32,7.21,1.123828945,0,
2024-01-04 04:08:00,6.18,36.44,28.09,240.4646915,247.63,7.21,1.123839981,0,
2024-01-04 04:10:00,6.18,36.45,28.09,240.9688632,248.15,7.21,1.123839994,0,
2024-01-04 04:12:00,6.18,36.46,28.09,241.2989145,248.49,7.21,1.123828725,0,
2024-01-04 04:14:00,6.18,36.46,28.09,241.6028954,248.80,7.21,1.123823237,0,
2024-01-04 04:16:00,6.17,36.47,28.09,242.0070826,249.22,7.21,1.123831691,0,
2024-01-04 04:18:00,6.17,36.48,28.09,242.5063325,249.73,7.21,1.123840832,0,
2024-01-04 04:20:00,6.17,36.49,28.09,243.0642237,250.30,7.21,1.123836361,0,
2024-01-04 04:22:00,6.17,36.50,28.08,243.5784466,250.82,7.21,1.123824877,0,
2024-01-04 04:24:00,6.17,36.50,28.08,243.5913952,250.85,7.21,1.123823726,0,
2024-01-04 04:26:00,6.16,36.51,28.08,242.6740667,249.94,7.21,1.123834388,0,
2024-01-04 04:28:00,6.16,36.52,28.08,238.1364485,245.41,7.21,1.123840243,0,
2024-01-04 04:30:00,6.16,36.53,28.08,225.7382157,233.03,7.21,1.123832081,0,
2024-01-04 04:32:00,6.16,36.54,28.08,221.683028,228.98,7.21,1.12382219,0,
2024-01-04 04:34:00,6.16,36.54,28.08,220.9465762,228.26,7.21,1.123825482,0,
2024-01-04 04:36:00,6.15,36.55,28.08,221.0842657,228.41,7.21,1.123836658,0,
2024-01-04 04:38:00,6.15,36.56,28.08,221.1350879,228.47,7.21,1.123838395,0,
2024-01-04 04:40:00,6.15,36.57,28.08,220.6319709,227.98,7.22,1.123827892,0,
2024-01-04 04:42:00,6.15,36.58,28.07,220.2816476,227.64,7.22,1.123821096,0,
2024-01-04 04:44:00,6.15,36.58,28.07,220.2827953,227.65,7.22,1.123828229,0,
